n,add,in
3906,91.31,41.03
3907,88.91,39.09
3908,86.75,40.05
3909,90.06,42.53
3910,101.64,45.58
3911,103.10,45.32
3912,86.36,37.20
3913,84.12,37.62
3914,95.49,38.99
3915,86.75,39.23
3916,92.84,38.97
3917,85.49,38.88
3918,104.26,49.46
3919,113.32,52.86
3920,92.37,43.36
3921,94.81,40.45
3922,96.42,41.87
3923,101.65,42.57
3924,89.73,39.61
3925,93.51,40.23
3926,103.15,45.24
3927,115.86,63.68
3928,107.60,48.15
3929,97.35,42.96
3930,101.55,45.80
3931,97.59,41.98
3932,90.79,40.59
3933,102.22,42.75
3934,126.29,59.93
3935,122.94,62.85
3936,92.58,40.12
3937,98.24,40.67
3938,96.50,42.63
3939,97.64,43.42
3940,97.55,42.13
3941,94.12,40.06
3942,110.67,48.56
3943,110.47,48.05
3944,98.37,42.36
3945,99.07,42.37
3946,101.25,44.91
3947,95.93,43.32
3948,93.66,40.21
3949,91.20,39.93
3950,103.81,55.00
3951,121.19,56.87
3952,108.44,42.66
3953,97.72,43.51
3954,95.92,42.73
3955,92.58,41.07
3956,91.55,38.60
3957,88.34,38.36
3958,117.09,51.28
3959,107.02,46.09
3960,92.24,38.86
3961,95.55,44.74
3962,113.52,52.41
3963,120.06,47.02
3964,97.72,43.51
3965,97.97,41.41
3966,131.03,85.23
3967,129.78,80.41
3968,91.04,42.25
3969,94.96,42.27
3970,100.80,46.55
3971,96.76,41.64
3972,90.77,39.77
3973,91.64,40.60
3974,114.40,55.26
3975,117.80,51.18
3976,95.34,43.26
3977,101.77,45.23
3978,108.05,45.81
3979,99.27,41.84
3980,93.41,40.58
3981,99.35,44.29
3982,117.37,49.96
3983,114.06,49.23
3984,97.07,41.35
3985,101.25,43.17
3986,116.31,47.55
3987,108.48,45.70
3988,102.38,52.07
3989,113.00,47.96
3990,111.19,46.82
3991,108.45,48.22
3992,102.41,50.67
3993,100.94,46.27
3994,130.22,52.05
3995,97.27,42.47
3996,94.23,42.04
3997,89.11,40.28
3998,110.86,62.83
3999,108.98,61.00
4000,98.37,45.96
4001,106.55,41.89
4002,104.41,49.65
4003,115.27,42.65
4004,87.23,39.49
4005,102.11,45.95
4006,122.86,50.69
4007,122.00,48.98
4008,107.90,45.21
4009,100.42,45.16
4010,111.29,48.80
4011,111.00,71.67
4012,94.70,41.32
4013,111.57,52.43
4014,131.61,54.33
4015,118.02,55.57
4016,101.68,47.16
4017,102.65,48.80
4018,103.13,44.49
4019,113.42,56.50
4020,114.53,53.36
4021,105.31,51.42
4022,135.96,59.13
4023,121.99,54.61
4024,146.55,56.18
4025,112.45,52.55
4026,106.64,53.83
4027,101.62,45.48
4028,106.32,46.95
4029,105.61,48.32
4030,145.16,94.32
4031,165.42,88.93
4032,108.44,49.20
4033,102.97,47.48
4034,114.74,50.70
4035,117.06,51.74
4036,114.66,51.56
4037,121.80,53.91
4038,119.62,59.12
4039,136.20,53.03
4040,111.55,56.67
4041,107.76,48.03
4042,107.50,47.86
4043,105.35,47.03
4044,104.17,48.37
4045,106.21,45.18
4046,129.90,56.65
4047,142.72,61.85
4048,114.80,48.69
4049,109.88,47.88
4050,117.85,51.51
4051,126.24,49.96
4052,104.07,47.04
4053,113.20,54.09
4054,129.93,58.23
4055,135.41,54.39
4056,113.23,56.87
4057,112.93,52.56
4058,111.66,48.43
4059,116.00,47.66
4060,117.64,48.17
4061,109.23,48.38
4062,156.63,92.25
4063,160.17,78.07
4064,103.84,47.38
4065,96.31,45.46
4066,115.24,50.04
4067,115.22,51.46
4068,118.55,55.29
4069,116.32,49.62
4070,134.29,54.12
4071,118.70,53.04
4072,105.54,47.58
4073,132.77,53.23
4074,116.00,49.76
4075,127.90,53.27
4076,142.28,59.63
4077,134.59,59.85
4078,162.35,66.77
4079,151.52,64.09
4080,115.58,50.06
4081,107.60,47.56
4082,120.93,51.80
4083,138.57,62.91
4084,126.50,50.82
4085,114.83,52.11
4086,131.76,55.33
4087,130.01,56.04
4088,139.31,62.69
4089,196.30,85.73
4090,207.28,82.55
4091,135.28,55.16
4092,127.13,55.09
4093,122.23,51.64
4094,213.83,105.17
4095,211.65,102.56
4096,105.15,46.47
4097,115.60,51.00
4098,124.36,51.86
4099,128.41,53.13
4100,130.46,53.27
